Location,Carpet Area,Bedroom,Bathroom,Avaliability,Condition(Resale =  0/NewSale = 1),Super Area,Year of Construction,Floor,Flooring,Furnishing,Parking,Swimming Pool,Gymnasium,Power Backup,Jogging Track,Club House,Rain Water Harvesting,Court,Class_Price,Final Price
Haralur Road,800,2,2,Ready To Move,0,1205,2018,15,Vitrified Tiles,Not Furnished,1,1,1,0,1,1,1,1,Class 17,8200000
Hoskote,950,2,2,Ready To Move,0,1115,Under Construction,0,Vitrified Tiles,Semi Furnished,1,0,0,0,0,0,0,0,Class 8,4000000
Ullal,1200,2.707216124,2.743836602,Ready To Move,1,8739.093929,Under Construction,0,Vitrified Tiles,Semi Furnished,0,0,0,0,0,0,0,0,Class 18,8800000
Whitefield,745,2,2,Apr-20,1,845,Under Construction,0,Vitrified Tiles,Semi Furnished,0,1,1,0,0,1,1,0,Class 10,4583000
Horamavu,1000,2,2,Ready To Move,0,1114,Under Construction,8,Vitrified Tiles,Semi Furnished,1,0,0,0,0,0,0,0,Class 16,7800000
Whitefield,1157,3,3,Apr-20,1,1257,Under Construction,0,Vitrified Tiles,Semi Furnished,0,1,1,0,0,1,1,0,Class 12,5656000
Seenappa Layout,868,2,2,Ready To Move,0,1085,2007,2,Vitrified Tiles,Semi Furnished,1,0,0,0,0,0,0,0,Class 14,7000000
Rayasandra,650,2,2,Ready To Move,0,974,Under Construction,0,Vitrified Tiles,Semi Furnished,1,1,1,0,1,1,1,1,Class 13,6500000
Harlur,1400,3,3,Ready To Move,0,1715,2013,7,Vitrified Tiles,Semi Furnished,1,1,1,0,0,1,1,1,Class 22,11000000
Bikasipura,1700,3,3,Ready To Move,1,1783,Under Construction,2,Vitrified Tiles,Semi Furnished,1,0,0,0,0,0,0,0,Class 25,12100000
Sarjapur Road,1631,3,3,Ready To Move,0,1632,Under Construction,0,Vitrified Tiles,Semi Furnished,1,0,0,1,0,0,1,0,Class 1,100000
Hulimavu,1086,2,2,Ready To Move,0,1142,Under Construction,0,Vitrified Tiles,Semi Furnished,0,1,1,0,0,0,1,0,Class 11,5200000
Banashankari 3rd Stage,1290,3,3,Ready To Move,1,1755,2019,1,Vitrified Tiles,Not Furnished,1,1,1,1,0,1,1,0,Class 34,16800000
Subramanyapura,800,2,2,Ready To Move,0,930,2015,0,Vitrified Tiles,Not Furnished,1,1,1,0,1,0,0,0,Class 10,5000000
Koramangala,1802,4,5,Dec-22,1,2575,Under Construction,0,Vitrified Tiles,Semi Furnished,0,0,0,0,0,0,0,0,Class 47,23100000
Marathahalli,1300,3,3,Ready To Move,0,1582,Under Construction,11,Vitrified Tiles,Semi Furnished,1,1,1,0,0,1,0,1,Class 26,12800000
Marathahalli ORR,1820,4,4,Ready To Move,0,2529,2017,8,Marble Flooring,Semi Furnished,1,1,1,0,0,1,1,1,Class 46,23000000
Whitefield,3954.502692,2.707216124,2.743836602,Ready To Move,1,8739.093929,Under Construction,0,Vitrified Tiles,Semi Furnished,1,0,0,0,0,0,0,0,Class 24,11732343.69
Hoodi,796,2,2,Dec-21,1,1134,Under Construction,6,Vitrified Tiles,Not Furnished,0,1,1,1,0,1,0,0,Class 14,6689000
Ramamurthy Nagar,1250,2,2,Ready To Move,1,1400,2016,1,Vitrified Tiles,Semi Furnished,1,0,0,1,0,0,1,0,Class 11,5500000
Bommasandra Jigani Link Road,414,1,1,Dec-20,1,610,Under Construction,0,Vitrified Tiles,Semi Furnished,0,1,1,0,1,1,0,0,Class 7,3135000
Judicial Layout,5400,2.707216124,2.743836602,Ready To Move,0,8739.093929,Under Construction,0,Vitrified Tiles,Semi Furnished,0,0,0,0,0,0,0,0,Class 130,65000000
Judicial Layout,5400,2.707216124,2.743836602,Ready To Move,0,8739.093929,Under Construction,0,Vitrified Tiles,Semi Furnished,0,0,0,0,0,0,0,0,Class 130,65000000
Whitefield,592,2,2,Mar-20,1,845,Under Construction,0,Mosaic Tiles,Semi Furnished,0,1,1,0,0,1,1,1,Class 10,4526000
Horamavu,1213,3,3,Ready To Move,0,1733,Under Construction,0,Vitrified Tiles,Semi Furnished,0,0,0,0,0,0,0,0,Class 15,7500000
Chandapura,1574,3,3,Mar-20,1,2162,Under Construction,0,Vitrified Tiles,Not Furnished,1,1,1,1,0,1,1,0,Class 17,8500000
Yelahanka New Town,1100,3,3,Ready To Move,0,1614,2011,4,Vitrified Tiles,Semi Furnished,1,1,1,0,0,1,1,1,Class 21,10500000
Electronic City,1574,3,3,Mar-20,1,2162,Under Construction,0,Vitrified Tiles,Not Furnished,1,1,1,1,0,1,1,1,Class 17,8500000
Jayamahal,2400,4,4,Ready To Move,0,2550,Under Construction,0,Vitrified Tiles,Semi Furnished,0,0,0,0,0,0,0,0,Class 39,19500000
Yelahanka,2254,4,4,Ready To Move,1,3450,Under Construction,0,Vitrified Tiles,Semi Furnished,0,0,1,0,1,0,0,1,Class 42,20700000
Mysore Road,1082,3,2,Ready To Move,1,1082,Under Construction,0,Vitrified Tiles,Semi Furnished,0,0,0,0,0,0,0,0,Class 11,5500000
RajajiNagar,1215,4,4,Dec-21,1,1429,Under Construction,9,Vitrified Tiles,Semi Furnished,1,1,0,1,0,0,1,1,Class 56,27900000
Bellary Road,1050,3,3,Mar-23,1,1500,Under Construction,0,Vitrified Tiles,Semi Furnished,0,0,0,0,0,0,0,0,Class 18,8700000
Bellary Road,896,2,2,Mar-23,1,1280,Under Construction,0,Vitrified Tiles,Semi Furnished,0,0,0,0,0,0,0,0,Class 16,7600000
Bellary Road,1260,3,3,Mar-23,1,1800,Under Construction,0,Vitrified Tiles,Semi Furnished,0,0,0,0,0,0,0,0,Class 21,10500000
Bellary Road,840,2,2,Mar-23,1,1200,Under Construction,0,Vitrified Tiles,Semi Furnished,0,0,0,0,0,0,0,0,Class 14,6999000
Rajaji Nagar,865,2,2,Ready To Move,1,1236,Under Construction,0,Vitrified Tiles,Semi Furnished,0,0,0,0,0,0,0,0,Class 25,12200000
Rajaji Nagar,851,2,2,Ready To Move,1,1216,Under Construction,0,Vitrified Tiles,Semi Furnished,0,0,0,0,0,0,0,0,Class 23,11500000
Hennur Road,1292,3,3,Ready To Move,1,1846,Under Construction,0,Vitrified Tiles,Semi Furnished,0,0,0,0,0,0,0,0,Class 35,17300000
Hennur Road,942,2,2,Ready To Move,1,1346,Under Construction,0,Vitrified Tiles,Semi Furnished,0,0,0,0,0,0,0,0,Class 27,13300000
Kudlu Gate,1236,3,3,Ready To Move,1,1766,Under Construction,0,Vitrified Tiles,Semi Furnished,0,0,0,0,0,0,0,0,Class 27,13500000
Kudlu Gate,1184,3,3,Ready To Move,1,1691,Under Construction,0,Vitrified Tiles,Semi Furnished,0,0,0,0,0,0,0,0,Class 26,12900000
Yelahanka,2430,4,4,Ready To Move,1,3472,Under Construction,0,Vitrified Tiles,Semi Furnished,0,0,0,0,0,0,0,0,Class 42,20800000
Yelahanka,1957,3,3,Ready To Move,1,2796,Under Construction,0,Vitrified Tiles,Semi Furnished,0,0,0,0,0,0,0,0,Class 34,16700000
Hoodi,940,2,2,Ready To Move,1,1259,2019,0,Vitrified Tiles,Not Furnished,1,1,1,0,1,1,1,1,Class 15,7500000
Begur Road,1352,3,3,Ready To Move,1,1400,Under Construction,0,Vitrified Tiles,Semi Furnished,0,0,0,0,0,0,0,0,Class 12,6000000
Harlur,2700,4,4,Ready To Move,0,3200,Under Construction,0,Vitrified Tiles,Not Furnished,1,1,1,0,0,1,1,1,Class 47,23500000
Harlur,1680,2.707216124,2.743836602,Ready To Move,0,8739.093929,Under Construction,0,Vitrified Tiles,Semi Furnished,0,1,1,0,0,1,1,1,Class 1,100000
Yeshwanthpur,2760,3,3,Ready To Move,0,3027,2019,13,Vitrified Tiles,Not Furnished,1,1,1,0,1,1,1,1,Class 56,28000000
Doddaballapur Road,891,2,2,Ready To Move,1,1018,2019,10,Vitrified Tiles,Not Furnished,1,1,1,0,0,1,1,1,Class 15,7383000
Electronic City Phase I,1170,2,2,Ready To Move,0,1170,Under Construction,7,Vitrified Tiles,Not Furnished,0,1,1,0,1,1,0,1,Class 12,6000000
Begur Road,1352,3,3,Ready To Move,1,1400,Under Construction,0,Vitrified Tiles,Semi Furnished,0,0,0,0,0,0,0,0,Class 12,6000000
Budigere,1500,2.707216124,2.743836602,Ready To Move,0,8739.093929,Under Construction,0,Vitrified Tiles,Semi Furnished,0,0,0,0,0,0,0,0,Class 4,1800000
Budigere,1500,2.707216124,2.743836602,Ready To Move,0,8739.093929,Under Construction,0,Vitrified Tiles,Semi Furnished,0,0,0,0,0,0,0,0,Class 4,1800000
Budigere,1500,2.707216124,2.743836602,Ready To Move,0,8739.093929,Under Construction,0,Vitrified Tiles,Semi Furnished,0,0,0,0,0,0,0,0,Class 4,1800000
Kengeri,2700,2.707216124,2.743836602,Ready To Move,0,8739.093929,Under Construction,0,Vitrified Tiles,Semi Furnished,0,1,1,0,0,1,1,1,Class 13,6400000
Kengeri,3000,2.707216124,2.743836602,Ready To Move,0,8739.093929,Under Construction,0,Vitrified Tiles,Semi Furnished,0,1,1,0,0,1,1,1,Class 15,7100000
Kengeri,3000,2.707216124,2.743836602,Ready To Move,0,8739.093929,Under Construction,0,Vitrified Tiles,Semi Furnished,0,1,1,0,0,1,1,1,Class 15,7200000
Raja Rajeshwari Nagar,819,2,2,Ready To Move,1,1170,Under Construction,0,Vitrified Tiles,Semi Furnished,0,0,0,0,0,0,0,0,Class 17,8500000
Kanakapura,1200,2.707216124,2.743836602,Ready To Move,1,8739.093929,Under Construction,0,Vitrified Tiles,Semi Furnished,0,0,0,0,0,0,0,0,Class 1,400000
Banashankari 6th Stage,26000000,2.707216124,2.743836602,Ready To Move,0,8739.093929,Under Construction,0,Vitrified Tiles,Semi Furnished,0,0,0,0,0,0,0,0,Class 52,26000000
Kadugodi,1190,3,3,Dec-19,1,1600,Under Construction,0,Vitrified Tiles,Semi Furnished,0,1,1,0,0,1,0,1,Class 17,8400000
Sarjapur,1685,3,3,Ready To Move,0,1685,Under Construction,3,Marble Flooring,Semi Furnished,1,0,1,0,0,1,0,0,Class 22,11000000
Thanisandra,967,2,2,Ready To Move,1,1209,Under Construction,0,Vitrified Tiles,Semi Furnished,0,0,1,0,0,1,0,0,Class 11,5440000
Kadubeesanahalli,886,2,2,Dec-20,1,1233,Under Construction,8,Vitrified Tiles,Not Furnished,1,1,1,0,0,0,0,0,Class 16,7952000
Kanakapura Road,900,2,2,Dec-19,1,1295,Under Construction,0,Ceramic,Not Furnished,0,1,1,0,1,0,0,0,Class 16,7700000
Electronic City Phase II,900,3,3,Ready To Move,1,1465,Under Construction,0,Vitrified Tiles,Semi Furnished,0,0,0,0,0,0,0,0,Class 17,8100000
Whitefield,1157,3,3,Jun-20,1,1257,Under Construction,0,Vitrified Tiles,Semi Furnished,1,1,1,0,0,1,1,0,Class 12,5656000
Kanakapura,900,2,2,Ready To Move,1,1147,Under Construction,0,Vitrified Tiles,Semi Furnished,0,0,0,0,0,0,0,0,Class 15,7500000
MS Palya,1000,2,2,Ready To Move,1,1181,2018,2,Vitrified Tiles,Semi Furnished,1,1,1,0,0,1,1,0,Class 12,6000000
Whitefield,1200,2.707216124,2.743836602,Ready To Move,1,8739.093929,Under Construction,0,Vitrified Tiles,Semi Furnished,0,0,0,0,0,0,0,0,Class 2,1000000
Sarjapur Road,649,1,1,Dec-23,1,764,Under Construction,5,Vitrified Tiles,Semi Furnished,1,0,1,0,1,1,1,0,Class 12,5730000
Whitefield,745,2,1,Apr-20,1,845,Under Construction,0,Vitrified Tiles,Semi Furnished,1,1,1,0,0,1,1,0,Class 10,4583000
Budigere,1500,2.707216124,2.743836602,Ready To Move,0,8739.093929,Under Construction,0,Vitrified Tiles,Semi Furnished,0,0,0,0,0,0,0,0,Class 4,1800000
Bellary Road,1530,3,3,Dec-22,1,1800,Under Construction,4,Vitrified Tiles,Semi Furnished,1,1,1,1,0,1,1,1,Class 21,10400000
Budigere,1500,2.707216124,2.743836602,Ready To Move,0,8739.093929,Under Construction,0,Vitrified Tiles,Semi Furnished,0,0,0,0,0,0,0,0,Class 4,1800000
Sarjapur Road,1120,2,2,Ready To Move,1,1390,Under Construction,8,Vitrified Tiles,Semi Furnished,1,1,1,0,1,1,0,1,Class 17,8123000
Whitefield Road,1054,3,3,Ready To Move,1,1507,2019,2,Vitrified Tiles,Not Furnished,1,1,1,1,0,1,1,0,Class 14,6781000
Kanakapura Road,2450,4,5,Ready To Move,0,2710,2017,11,Vitrified Tiles,Not Furnished,0,1,1,0,0,1,1,1,Class 47,23500000
Hennur Road,5200,4,4,Ready To Move,0,5500,Under Construction,0,Marble Flooring,Semi Furnished,1,1,1,0,0,1,0,0,Class 80,40000000
Sarjapur Road,1050,2,2,Dec-19,1,1386,Under Construction,7,Vitrified Tiles,Semi Furnished,1,1,1,0,1,1,0,1,Class 17,8150000
Budigere,1500,2.707216124,2.743836602,Ready To Move,0,8739.093929,Under Construction,0,Vitrified Tiles,Semi Furnished,0,0,0,0,0,0,0,0,Class 4,1800000
Electronic City,1200,2.707216124,2.743836602,Ready To Move,1,8739.093929,Under Construction,0,Vitrified Tiles,Semi Furnished,0,0,0,0,0,0,0,0,Class 49,24500000
Chandapura,1574,3,3,Mar-20,1,2161,Under Construction,0,Vitrified Tiles,Semi Furnished,0,0,0,0,0,0,0,0,Class 18,8900000
Jigani,1221,3,3,Ready To Move,1,1431,Under Construction,0,Vitrified Tiles,Semi Furnished,0,0,0,0,0,0,0,0,Class 13,6200000
K R Puram,1200,3,3,Ready To Move,0,1300,2017,0,Vitrified Tiles,Semi Furnished,1,0,0,1,0,0,1,0,Class 13,6500000
Thirumalashettyhally,2050,4,4,Dec-19,1,2090,Under Construction,0,Vitrified Tiles,Semi Furnished,0,0,0,0,0,0,0,0,Class 19,9400000
Yelahanka,1000,2,2,Ready To Move,0,1068,Under Construction,4,Vitrified Tiles,Semi Furnished,1,0,0,0,0,0,0,0,Class 11,5500000
Whitefield,3954.502692,2.707216124,2.743836602,Ready To Move,1,8739.093929,Under Construction,0,Vitrified Tiles,Semi Furnished,1,0,0,0,0,0,0,0,Class 24,11732343.69
Whitefield,1200,2.707216124,2.743836602,Ready To Move,1,8739.093929,Under Construction,0,Vitrified Tiles,Semi Furnished,0,0,0,0,0,0,0,0,Class 9,4500000
kaikondrahalli,1800,3,3,Ready To Move,1,1865,Under Construction,8,Vitrified Tiles,Semi Furnished,1,0,0,0,0,0,0,0,Class 31,15500000
Kodigehalli,1000,2,2,Ready To Move,0,1035,Under Construction,4,Vitrified Tiles,Semi Furnished,1,0,0,0,0,0,0,0,Class 12,5800000
Hoodi,1061,3,3,Jun-20,1,1575,Under Construction,3,Vitrified Tiles,Not Furnished,1,1,1,0,0,1,1,1,Class 18,8578000
RajajiNagar,1850,3,3,Oct-19,1,2177,2019,12,Vitrified Tiles,Semi Furnished,1,1,0,1,0,0,1,1,Class 44,21700000
Tumkur Road,1150,3,2,Oct-21,1,1350,Under Construction,0,Vitrified Tiles,Semi Furnished,0,1,1,0,0,1,1,1,Class 8,3700000
Sarjapur,1000,3,3,Ready To Move,1,1929,Under Construction,0,Vitrified Tiles,Semi Furnished,0,0,0,0,0,0,0,0,Class 24,12000000
Kasavanahalli,900,2,2,Ready To Move,0,953,Under Construction,0,Vitrified Tiles,Semi Furnished,0,0,0,0,0,0,0,0,Class 18,9000000
Arekere,1100,2,2,Ready To Move,0,1200,2018,0,Vitrified Tiles,Semi Furnished,1,0,0,1,0,0,1,0,Class 74,37000000
Kaval Byrasandra,1100,2,2,Ready To Move,0,1200,Under Construction,0,Vitrified Tiles,Semi Furnished,0,0,0,0,0,0,0,0,Class 13,6500000
Whitefield,1538,3,3,Jun-23,1,1538,Under Construction,0,Vitrified Tiles,Not Furnished,1,1,1,0,0,1,1,1,Class 19,9300000
Harlur,1300,2,2,Dec-23,1,1300,Under Construction,10,Vitrified Tiles,Semi Furnished,1,1,1,0,1,1,1,0,Class 14,6990000
Whitefield,782,1,1,Dec-22,1,782,Under Construction,10,Vitrified Tiles,Semi Furnished,1,1,1,0,0,1,1,0,Class 8,4000000
Banashankari 6th Stage,2000,3,4,Ready To Move,0,2200,Under Construction,0,Granite,Semi Furnished,1,0,0,0,0,0,0,0,Class 21,10500000
Vidyaranyapura,1000,2,3,Ready To Move,0,1100,Under Construction,0,Vitrified Tiles,Semi Furnished,1,0,0,0,0,0,0,0,Class 19,9150000
Old Airport Road,1400,3,3,Ready To Move,1,1457,Under Construction,0,Vitrified Tiles,Semi Furnished,1,0,0,0,0,0,0,0,Class 14,6900000
Banashankari,43560,2.707216124,2.743836602,Ready To Move,1,8739.093929,Under Construction,0,Vitrified Tiles,Semi Furnished,0,0,0,0,0,0,0,0,Class 8,3875000
Sarjapur Road,1547,4,4,Ready To Move,1,2210,Under Construction,0,Vitrified Tiles,Semi Furnished,0,0,0,0,0,0,0,0,Class 24,11600000
Kanakapura Road,1300,3,3,Ready To Move,0,1588,Under Construction,17,Vitrified Tiles,Not Furnished,1,1,1,0,0,1,1,1,Class 28,13800000
Whitefield,3208,4,4,Oct-19,1,3565,Under Construction,0,Vitrified Tiles,Not Furnished,0,1,1,1,1,1,0,1,Class 52,25800000
Kogilu,749,2,2,Oct-20,1,936,Under Construction,2,Vitrified Tiles,Not Furnished,0,1,1,0,0,1,1,1,Class 10,4975000
Kudlu Gate,1850,3,3,Ready To Move,1,1850,2019,5,Vitrified Tiles,Semi Furnished,0,1,1,0,1,1,1,1,Class 24,11800000
Jalahalli,2300,3,3,Ready To Move,0,2400,Under Construction,0,Vitrified Tiles,Fully Furnished,1,0,0,0,0,0,0,0,Class 21,10500000
Srirampura,1400,3,5,Ready To Move,0,1500,Under Construction,0,Vitrified Tiles,Semi Furnished,1,0,0,0,0,0,0,0,Class 17,8500000
Attur Layout,8500,4,9,Ready To Move,0,9000,Under Construction,0,Vitrified Tiles,Semi Furnished,1,0,0,0,0,0,0,0,Class 62,31000000
Jayanagar,915,2,2,Ready To Move,0,1075,1993,2,Vitrified Tiles,Semi Furnished,0,0,0,0,0,0,0,0,Class 16,7700000
Begur Road,963,3,2,Ready To Move,0,1376,Under Construction,14,Vitrified Tiles,Not Furnished,1,1,1,1,0,1,1,1,Class 17,8500000
Whitefield,997,2,2,Ready To Move,1,1330,Under Construction,0,Vitrified Tiles,Semi Furnished,0,0,0,0,0,0,0,0,Class 23,11300000
CV Raman Nagar,2964,4,4,Ready To Move,0,3704,Under Construction,0,Marbonite,Semi Furnished,1,0,0,1,0,0,0,0,Class 112,56000000
Kanakapura Road,1000,2,2,Ready To Move,0,1245,Under Construction,0,Vitrified Tiles,Semi Furnished,1,1,1,0,0,1,1,0,Class 13,6500000
Hosa Road,1145,3,2,Ready To Move,0,1200,2015,0,Vitrified Tiles,Fully Furnished,1,0,1,0,1,0,1,1,Class 11,5400000
Sarjapur Road,2650,4,4,Ready To Move,0,3000,2018,0,Marbonite,Fully Furnished,1,1,1,0,0,1,1,0,Class 36,18000000
Bellandur,2600,3,4,Ready To Move,0,2700,2015,6,Marble Flooring,Semi Furnished,1,1,1,0,0,1,1,1,Class 39,19500000
Sarjapur Attibele Road,805,2,2,Apr-20,1,805,Under Construction,0,Vitrified Tiles,Semi Furnished,0,1,1,0,1,1,1,1,Class 6,2600000
Doddaballapur Road,2400,2.707216124,2.743836602,Ready To Move,1,8739.093929,Under Construction,0,Vitrified Tiles,Semi Furnished,0,0,0,0,0,0,0,0,Class 10,4800000
Bagalur Main Road,1200,2.707216124,2.743836602,Ready To Move,1,8739.093929,Under Construction,0,Vitrified Tiles,Semi Furnished,0,0,0,0,0,0,0,0,Class 5,2280000
Marathahalli,1995,3,3,Ready To Move,0,2100,2009,0,Marble Flooring,Semi Furnished,1,1,1,0,0,1,0,1,Class 36,18000000
HSR Layout,1343,2,2,Ready To Move,0,1343,2012,11,Wooden,Semi Furnished,1,1,1,0,0,1,1,1,Class 18,9000000
Chikkabellandur,928,2,2,Dec-19,1,1327,Under Construction,0,Vitrified Tiles,Semi Furnished,0,0,0,0,0,0,0,0,Class 14,6826000
Nagarbhavi,960,4,4,Ready To Move,0,1200,2016,0,Granite,Fully Furnished,1,0,0,1,0,0,0,0,Class 50,25000000
Hennur,1000,2,2,Ready To Move,0,1260,Under Construction,0,Vitrified Tiles,Semi Furnished,0,1,1,0,0,1,0,1,Class 17,8200000
Sarjapur Road,597,1,1,Dec-19,1,702,Under Construction,0,Vitrified Tiles,Not Furnished,1,1,1,0,0,1,1,1,Class 11,5030000
Whitefield,2150,4,4,Ready To Move,0,2300,2010,0,Marble Flooring,Semi Furnished,1,1,1,0,0,1,1,1,Class 46,23000000
Whitefield,931,2,2,Dec-21,1,1096,Under Construction,3,Vitrified Tiles,Semi Furnished,1,1,1,0,0,1,1,0,Class 10,4712000
Whitefield,1100,3,3,Ready To Move,1,1257,Under Construction,0,Vitrified Tiles,Semi Furnished,1,0,0,0,0,0,1,0,Class 13,6100000
Sathanur,1500,2.707216124,2.743836602,Ready To Move,0,8739.093929,Under Construction,0,Vitrified Tiles,Semi Furnished,0,0,0,0,0,0,0,0,Class 10,5000000
Whitefield,2984,3,3,Dec-22,1,3511,Under Construction,4,Vitrified Tiles,Semi Furnished,1,1,1,0,0,1,1,1,Class 76,38000000
Old Airport Road,2920,4,4,Dec-19,1,2920,Under Construction,0,Vitrified Tiles,Not Furnished,1,1,1,0,0,1,1,1,Class 144,72000000
Whitefield,1054,3,3,Ready To Move,1,1507,2019,2,Vitrified Tiles,Semi Furnished,1,1,1,1,0,1,1,0,Class 14,6781000
Mahadevpura,1300,3,2,Ready To Move,1,1487,Under Construction,0,Vitrified Tiles,Semi Furnished,0,0,0,0,0,0,0,0,Class 13,6500000
Kannamangala,1400,3,3,Ready To Move,0,1536,2018,17,Vitrified Tiles,Not Furnished,0,0,0,1,0,1,1,0,Class 21,10400000
Budigere Cross,1332,2,2,Dec-23,1,1332,Under Construction,5,Vitrified Tiles,Semi Furnished,1,1,1,0,1,1,1,0,Class 16,7799000
Sarjapur Road,1618,3,3,Ready To Move,0,2023,Under Construction,0,Vitrified Tiles,Semi Furnished,0,1,1,0,0,0,0,0,Class 33,16500000
Whitefield,1156,2,2,Dec-21,1,1361,Under Construction,4,Vitrified Tiles,Semi Furnished,1,1,1,0,0,1,1,1,Class 12,5852000
RMV Extension,945,2,2,Ready To Move,0,1350,Under Construction,0,Vitrified Tiles,Semi Furnished,0,0,0,0,0,0,0,0,Class 14,6800000
Kengeri,5400,2.707216124,2.743836602,Ready To Move,0,8739.093929,Under Construction,0,Vitrified Tiles,Semi Furnished,0,0,0,0,0,1,0,0,Class 54,27000000
Gauribidanur,1170,2.707216124,2.743836602,Ready To Move,1,8739.093929,Under Construction,0,Vitrified Tiles,Semi Furnished,0,0,0,0,0,0,0,0,Class 1,421000
Akshayanagar,1000,2,2,Ready To Move,0,1250,2012,2,Vitrified Tiles,Semi Furnished,1,1,1,0,0,1,0,0,Class 11,5200000
Bannerghatta Road,1832,3,3,Ready To Move,0,2290,2017,24,Marble Flooring,Not Furnished,1,1,1,0,0,1,1,0,Class 52,26000000
Tumkur Road,1200,2.707216124,2.743836602,Ready To Move,1,8739.093929,Under Construction,0,Vitrified Tiles,Semi Furnished,0,0,0,0,0,0,0,0,Class 2,660000
Kengeri,5400,2.707216124,2.743836602,Ready To Move,0,8739.093929,Under Construction,0,Vitrified Tiles,Semi Furnished,0,1,1,0,0,1,1,1,Class 22,10800000
Sarjapur Road,4500,2.707216124,2.743836602,Ready To Move,0,8739.093929,Under Construction,0,Vitrified Tiles,Semi Furnished,0,1,1,0,0,1,1,1,Class 79,39400000
HBR Layout,500,1,1,Ready To Move,1,543,2019,2,Vitrified Tiles,Not Furnished,1,0,0,1,0,0,1,0,Class 5,2497000
Banashankari 6th Stage,1200,2.707216124,2.743836602,Ready To Move,1,8739.093929,Under Construction,0,Vitrified Tiles,Semi Furnished,0,0,0,0,0,0,0,0,Class 12,6000000
Maruthi Nagar,2200,2.707216124,2.743836602,Ready To Move,1,8739.093929,Under Construction,0,Vitrified Tiles,Semi Furnished,0,0,0,0,0,0,0,0,Class 25,12100000
Begur Road,1200,2.707216124,2.743836602,Ready To Move,1,8739.093929,Under Construction,0,Vitrified Tiles,Semi Furnished,0,0,0,0,0,0,0,0,Class 5,2100000
Thanisandra Main Road,1050,3,2,Dec-19,1,1437,Under Construction,9,Vitrified Tiles,Not Furnished,1,1,1,1,1,1,1,1,Class 17,8200000
Begur,1200,2.707216124,2.743836602,Ready To Move,1,8739.093929,Under Construction,0,Vitrified Tiles,Semi Furnished,0,0,0,0,0,0,0,0,Class 12,6000000
Electronic City,800,2.707216124,2.743836602,Ready To Move,1,8739.093929,Under Construction,0,Vitrified Tiles,Semi Furnished,0,0,0,0,0,0,0,0,Class 4,2000000
Doddaballapur,1200,2.707216124,2.743836602,Ready To Move,1,8739.093929,Under Construction,0,Vitrified Tiles,Semi Furnished,0,0,0,0,0,0,0,0,Class 6,2550000
Chikkaballapur,1640,2.707216124,2.743836602,Ready To Move,1,8739.093929,Under Construction,0,Vitrified Tiles,Semi Furnished,0,0,0,0,0,0,0,0,Class 4,1700000
Kanakapura Road,1200,2.707216124,2.743836602,Ready To Move,1,8739.093929,Under Construction,0,Vitrified Tiles,Semi Furnished,0,0,0,0,0,0,0,0,Class 10,5000000
Jigani,1200,2.707216124,2.743836602,Ready To Move,1,8739.093929,Under Construction,0,Vitrified Tiles,Semi Furnished,0,0,0,0,0,0,0,0,Class 5,2500000
Sathanur,1500,2.707216124,2.743836602,Ready To Move,0,8739.093929,Under Construction,0,Vitrified Tiles,Semi Furnished,0,0,0,0,0,0,0,0,Class 12,6000000
Gunjur Mugalur Road,1860,2.707216124,2.743836602,Ready To Move,1,8739.093929,Under Construction,0,Vitrified Tiles,Semi Furnished,0,0,0,0,0,0,0,0,Class 9,4300000
Sathanur,1500,2.707216124,2.743836602,Ready To Move,0,8739.093929,Under Construction,0,Vitrified Tiles,Semi Furnished,0,0,0,0,0,0,0,0,Class 12,6000000
Sarjapur Road,1500,3,4,Ready To Move,1,1875,Under Construction,9,Vitrified Tiles,Not Furnished,1,1,1,0,1,1,0,1,Class 25,12500000
Huskur,952,2,3,Dec-19,1,1331,Under Construction,2,Granite,Semi Furnished,1,1,1,0,1,1,1,1,Class 14,6700000
Varthur,1655,3,3,Ready To Move,0,1655,Under Construction,0,Vitrified Tiles,Semi Furnished,0,1,1,0,1,1,0,1,Class 21,10300000
Kudlu Gate,1089,3,2,Ready To Move,1,1511,Under Construction,0,Vitrified Tiles,Semi Furnished,0,1,1,0,1,0,0,0,Class 20,9590000
Choodasandra,3037,4,4,Oct-19,0,3037,2015,0,Vitrified Tiles,Semi Furnished,0,1,1,0,0,1,1,1,Class 38,19000000
Bellandur,2500,3,4,Ready To Move,0,2700,2019,0,Marble Flooring,Not Furnished,1,1,1,0,0,1,1,1,Class 106,53000000
Nelamangala,1200,2.707216124,2.743836602,Ready To Move,1,8739.093929,Under Construction,0,Vitrified Tiles,Semi Furnished,0,0,0,0,0,0,0,0,Class 5,2100000
Kudlu Gate,1572,3,3,Ready To Move,1,1850,Under Construction,9,Granite,Semi Furnished,1,1,1,0,1,1,1,1,Class 22,10800000
Andrahalli,600,2.707216124,2.743836602,Ready To Move,1,8739.093929,Under Construction,0,Vitrified Tiles,Semi Furnished,0,0,0,0,0,0,0,0,Class 7,3500000
Hesaraghatta,1200,2.707216124,2.743836602,Ready To Move,1,8739.093929,Under Construction,0,Vitrified Tiles,Semi Furnished,0,0,0,0,0,0,0,0,Class 2,900000
Whitefield,385,1,1,Dec-19,1,389,Under Construction,0,Vitrified Tiles,Semi Furnished,0,0,0,0,0,0,0,0,Class 5,2500000
